AREA	DISTRICT	PROPTYPE	ASKPRICE	SELPRICE	BEDS	PUBROOMS	GARAGE	GARDEN	perRoom	increase
;AREA	East Lothian	West Lothian	Midlothian	Edinburgh City Centre	Edinburgh South	Edinburgh South West	Edinburgh West	Edinburgh North West	Edinburgh North	Edinburgh East
East Lothian	ABERLADY	VT	47000.00	60000.00	2	1	N	Y	20000.00	27.65
East Lothian	ABERLADY	CT	140000.00	148100.00	2	2	N	Y	37025.00	5.78
East Lothian	ABERLADY	BT	49000.00	53000.00	2	1	N	Y	17666.67	8.16
East Lothian	ATHELSTANEFORD	BS	58000.00	94157.00	2	1	Y	Y	31385.67	62.33
East Lothian	COCKENZIE	FG	39000.00	41900.00	1	1	N	Y	20950.00	7.43
East Lothian	COCKENZIE	FM	48750.00	48750.00	2	1	N	N	16250.00	0.00
East Lothian	COCKENZIE	VS	60000.00	70100.00	2	2	Y	Y	17525.00	16.83
East Lothian	COCKENZIE	CT	58000.00	71500.00	2	1	N	Y	23833.33	23.27
East Lothian	COCKENZIE	FU	39000.00	42100.00	1	1	N	N	21050.00	7.94
East Lothian	COCKENZIE	FU	35500.00	36500.00	1	1	N	Y	18250.00	2.81
East Lothian	COCKENZIE	CT	120000.00	142500.00	3	2	Y	Y	28500.00	18.75
East Lothian	DIRLETON	CT	82000.00	106000.00	2	1	Y	Y	35333.33	29.26
East Lothian	DIRLETON	CT	135000.00	152000.00	3	1	Y	Y	38000.00	12.59
East Lothian	DOLPHINGSTONE	CT	110000.00	150000.00	3	2	Y	Y	30000.00	36.36
East Lothian	DUNBAR	VT	148000.00	162000.00	5	2	N	Y	23142.86	9.45
East Lothian	DUNBAR	VT	99950.00	99000.00	3	2	N	Y	19800.00	-0.95
East Lothian	DUNBAR	VD	169000.00	169000.00	4	3	Y	Y	24142.86	0.00
East Lothian	DUNBAR	VD	97500.00	97500.00	3	3	Y	Y	16250.00	0.00
East Lothian	DUNBAR	VS	83000.00	83000.00	3	1	N	Y	20750.00	0.00
East Lothian	DUNBAR	FT	45995.00	45995.00	1	1	N	N	22997.50	0.00
East Lothian	DUNBAR	FG	70000.00	70000.00	2	1	N	N	23333.33	0.00
East Lothian	DUNBAR	FL	44000.00	46500.00	2	1	N	Y	15500.00	5.68
East Lothian	DUNBAR	FL	33950.00	43500.00	2	1	N	Y	14500.00	28.12
East Lothian	DUNBAR	BS	55000.00	58126.00	2	1	N	Y	19375.33	5.68
East Lothian	DUNBAR	F1	54000.00	54250.00	4	1	N	Y	10850.00	0.46
East Lothian	DUNBAR	VT	115000.00	116000.00	3	3	Y	Y	19333.33	0.86
East Lothian	DUNBAR	FG	24950.00	27500.00	1	1	N	N	13750.00	10.22
East Lothian	DUNBAR	FM	34000.00	35000.00	1	1	N	N	17500.00	2.94
East Lothian	DUNBAR	FO	50000.00	57107.00	3	1	N	N	14276.75	14.21
East Lothian	DUNBAR	VD	72000.00	74000.00	4	1	N	Y	14800.00	2.77
East Lothian	DUNBAR	FU	43000.00	44000.00	2	1	N	Y	14666.67	2.32
East Lothian	DUNBAR	VT	78000.00	89867.00	3	2	Y	Y	17973.40	15.21
East Lothian	DUNBAR	FL	82000.00	100000.00	3	1	Y	Y	25000.00	21.95
East Lothian	DUNBAR	VD	85000.00	89000.00	2	2	Y	Y	22250.00	4.70
East Lothian	DUNBAR	R	64000.00	65000.00	2	1	N	N	21666.67	1.56
East Lothian	DUNBAR	VT	152000.00	161000.00	6	2	N	Y	20125.00	5.92
East Lothian	DUNBAR	VD	56000.00	63000.00	2	1	N	Y	21000.00	12.50
East Lothian	DUNBAR	FL	49995.00	49995.00	3	1	N	Y	12498.75	0.00
East Lothian	DUNBAR	VD	122500.00	122500.00	4	2	Y	Y	20416.67	0.00
East Lothian	DUNBAR	VD	185000.00	212000.00	4	1	Y	Y	42400.00	14.59
East Lothian	DUNBAR	CT	75000.00	78750.00	2	2	N	Y	19687.50	5.00
East Lothian	DUNBAR	CT	61000.00	70000.00	2	2	N	Y	17500.00	14.75
East Lothian	DUNBAR	CT	149000.00	151000.00	3	2	N	Y	30200.00	1.34
East Lothian	DUNBAR	BT	98000.00	120000.00	2	1	Y	Y	40000.00	22.44
East Lothian	DUNBAR	CT	48000.00	48500.00	1	1	N	Y	24250.00	1.04
East Lothian	DUNBAR	BS	55000.00	55000.00	2	1	N	Y	18333.33	0.00
East Lothian	DUNBAR	BD	71500.00	71500.00	3	1	N	Y	17875.00	0.00
East Lothian	DUNBAR	VS	54000.00	56000.00	2	1	N	Y	18666.67	3.70
East Lothian	DUNBAR	VS	54000.00	55000.00	2	1	N	Y	18333.33	1.85
East Lothian	EAST LINTON	VD	410000.00	430000.00	5	3	Y	Y	53750.00	4.87
East Lothian	EAST LINTON	VT	149000.00	190000.00	3	3	N	Y	31666.67	27.51
East Lothian	EAST LINTON	FL	49500.00	54250.00	2	1	N	Y	18083.33	9.59
East Lothian	EAST LINTON	CT	99000.00	110000.00	2	1	N	Y	36666.67	11.11
East Lothian	EAST LINTON	VS	74000.00	76000.00	3	1	Y	Y	19000.00	2.70
East Lothian	EAST LINTON	VS	75000.00	76500.00	3	1	Y	Y	19125.00	2.00
East Lothian	EAST LINTON	VT	59995.00	59995.00	2	1	N	Y	19998.33	0.00
East Lothian	EAST LINTON	BS	75000.00	77000.00	3	1	N	Y	19250.00	2.66
East Lothian	EAST LINTON	CT	155000.00	170000.00	3	2	Y	Y	34000.00	9.67
East Lothian	ELPHINSTONE	BD	59000.00	65000.00	2	1	N	Y	21666.67	10.16
East Lothian	ELPHINSTONE	BS	38000.00	40000.00	1	1	N	Y	20000.00	5.26
East Lothian	ELPHINSTONE	FL	45000.00	48000.00	3	1	N	N	12000.00	6.66
East Lothian	ELPHINSTONE	CT	54000.00	61500.00	3	2	Y	Y	12300.00	13.88
East Lothian	GIFFORD	VT	89500.00	113100.00	2	2	N	Y	28275.00	26.36
East Lothian	GIFFORD	CT	105000.00	114500.00	3	2	N	Y	22900.00	9.04
East Lothian	GULLANE	BD	285000.00	280000.00	3	2	N	Y	56000.00	-1.75
East Lothian	GULLANE	VD	210000.00	260075.00	4	2	Y	Y	43345.83	23.84
East Lothian	GULLANE	BD	195000.00	230500.00	4	2	Y	Y	38416.67	18.20
East Lothian	GULLANE	FU	118000.00	132000.00	2	1	Y	Y	44000.00	11.86
East Lothian	GULLANE	VD	285000.00	270000.00	6	2	Y	Y	33750.00	-5.26
East Lothian	GULLANE	BS	68000.00	68500.00	2	1	N	Y	22833.33	0.73
East Lothian	GULLANE	VS	79000.00	92290.00	3	1	Y	Y	23072.50	16.82
East Lothian	GULLANE	VT	86000.00	88000.00	3	1	N	Y	22000.00	2.32
East Lothian	GULLANE	VT	95000.00	95000.00	3	2	N	Y	19000.00	0.00
East Lothian	GULLANE	VT	74000.00	74000.00	2	1	N	Y	24666.67	0.00
East Lothian	GULLANE	VT	55000.00	58500.00	3	1	Y	Y	14625.00	6.36
East Lothian	GULLANE	VD	145000.00	143000.00	4	1	Y	Y	28600.00	-1.37
East Lothian	HADDINGTON	CT	108000.00	125152.00	2	2	N	Y	31288.00	15.88
East Lothian	HADDINGTON	FL	76000.00	76000.00	3	3	N	Y	12666.67	0.00
East Lothian	HADDINGTON	VD	335000.00	332000.00	5	2	Y	Y	47428.57	-0.89
East Lothian	HADDINGTON	VD	135000.00	181000.00	3	3	N	Y	30166.67	34.07
East Lothian	HADDINGTON	FT	35950.00	35950.00	1	1	N	N	17975.00	0.00
East Lothian	HADDINGTON	VD	148000.00	148000.00	3	2	Y	Y	29600.00	0.00
East Lothian	HADDINGTON	FU	59995.00	64500.00	3	1	N	N	16125.00	7.50
East Lothian	HADDINGTON	F1	32500.00	32000.00	1	1	N	N	16000.00	-1.53
East Lothian	HADDINGTON	FU	68000.00	68000.00	4	1	N	N	13600.00	0.00
East Lothian	HADDINGTON	VD	125000.00	145000.00	3	1	N	Y	36250.00	16.00
East Lothian	HADDINGTON	F2	41500.00	41500.00	1	1	N	N	20750.00	0.00
East Lothian	HADDINGTON	VT	89000.00	98127.00	3	1	N	Y	24531.75	10.25
East Lothian	HADDINGTON	FL	148000.00	170125.00	4	1	Y	Y	34025.00	14.94
East Lothian	HADDINGTON	BD	107950.00	107950.00	3	1	Y	Y	26987.50	0.00
East Lothian	HADDINGTON	FL	44000.00	44000.00	2	1	N	N	14666.67	0.00
East Lothian	HADDINGTON	VT	95000.00	98000.00	4	1	N	N	19600.00	3.15
East Lothian	HADDINGTON	VT	83000.00	90000.00	3	1	N	Y	22500.00	8.43
East Lothian	HADDINGTON	BD	195000.00	195000.00	4	3	Y	Y	27857.14	0.00
East Lothian	HADDINGTON	F1	43500.00	42000.00	3	1	N	Y	10500.00	-3.44
East Lothian	HADDINGTON	VT	50000.00	53500.00	2	1	N	Y	17833.33	7.00
East Lothian	HADDINGTON	VT	58500.00	58500.00	3	1	N	Y	14625.00	0.00
East Lothian	HADDINGTON	VS	225000.00	261555.00	5	2	Y	Y	37365.00	16.24
East Lothian	HADDINGTON	VT	46500.00	46500.00	2	1	N	Y	15500.00	0.00
East Lothian	HADDINGTON	VD	114000.00	120000.00	3	3	Y	Y	20000.00	5.26
East Lothian	HADDINGTON	CT	92000.00	105100.00	2	1	N	Y	35033.33	14.23
East Lothian	HADDINGTON	VD	180000.00	192500.00	4	3	Y	Y	27500.00	6.94
East Lothian	HADDINGTON	VD	135000.00	171171.00	5	2	Y	Y	24453.00	26.79
East Lothian	HADDINGTON	FL	56000.00	54982.00	2	1	N	Y	18327.33	-1.81
East Lothian	HADDINGTON	R	39000.00	39500.00	2	1	N	N	13166.67	1.28
East Lothian	HADDINGTON	VT	195000.00	254000.00	4	2	Y	Y	42333.33	30.25
East Lothian	HADDINGTON	BD	98000.00	98000.00	3	1	N	Y	24500.00	0.00
East Lothian	HADDINGTON	VT	64950.00	64950.00	3	2	Y	Y	12990.00	0.00
East Lothian	HADDINGTON	VT	47025.00	47025.00	3	1	N	Y	11756.25	0.00
East Lothian	HADDINGTON	VD	185000.00	206350.00	5	2	Y	Y	29478.57	11.54
East Lothian	HADDINGTON	VD	165000.00	185000.00	4	3	Y	Y	26428.57	12.12
East Lothian	HUMBIE	VT	145000.00	162000.00	3	2	N	Y	32400.00	11.72
East Lothian	INNERWICK	CT	190000.00	180000.00	3	2	Y	Y	36000.00	-5.26
East Lothian	INVERESK	VO	237000.00	243500.00	4	2	Y	Y	40583.33	2.74
East Lothian	INVERESK	VT	256000.00	256000.00	4	2	Y	Y	42666.67	0.00
East Lothian	LONGNIDDRY	VS	80000.00	95101.00	3	2	Y	Y	19020.20	18.87
East Lothian	LONGNIDDRY	VD	295000.00	325000.00	4	4	N	Y	40625.00	10.16
East Lothian	LONGNIDDRY	BD	135000.00	181111.00	3	2	Y	Y	36222.20	34.15
East Lothian	LONGNIDDRY	VD	145000.00	175262.00	4	2	Y	Y	29210.33	20.87
East Lothian	LONGNIDDRY	CT	98000.00	112000.00	3	2	Y	Y	22400.00	14.28
East Lothian	LONGNIDDRY	VS	69000.00	76000.00	2	1	N	Y	25333.33	10.14
East Lothian	LONGNIDDRY	VD	115000.00	122000.00	3	1	Y	Y	30500.00	6.08
East Lothian	LONGNIDDRY	VS	79500.00	92000.00	3	1	Y	Y	23000.00	15.72
East Lothian	LONGNIDDRY	VD	200000.00	282330.00	3	2	Y	Y	56466.00	41.16
East Lothian	LONGNIDDRY	VD	118000.00	116000.00	4	1	Y	Y	23200.00	-1.69
East Lothian	MACMERRY	CT	60000.00	60000.00	2	1	Y	Y	20000.00	0.00
East Lothian	MACMERRY	CT	63000.00	63000.00	2	1	Y	Y	21000.00	0.00
East Lothian	MACMERRY	VT	53000.00	58000.00	3	1	N	Y	14500.00	9.43
East Lothian	MACMERRY	VT	59500.00	63025.00	3	2	N	Y	12605.00	5.92
East Lothian	MACMERRY	VT	52500.00	55000.00	2	1	N	Y	18333.33	4.76
East Lothian	MUSSELBURGH	FG	38500.00	45200.00	1	1	N	N	22600.00	17.40
East Lothian	MUSSELBURGH	VT	65000.00	68000.00	2	1	N	Y	22666.67	4.61
East Lothian	MUSSELBURGH	F2	49500.00	57055.00	2	1	N	Y	19018.33	15.26
East Lothian	MUSSELBURGH	F2	56995.00	56995.00	2	1	N	Y	18998.33	0.00
East Lothian	MUSSELBURGH	F1	52000.00	55000.00	2	1	N	Y	18333.33	5.76
East Lothian	MUSSELBURGH	FO	35000.00	35000.00	1	1	N	N	17500.00	0.00
East Lothian	MUSSELBURGH	FT	39500.00	42617.00	1	1	N	Y	21308.50	7.89
East Lothian	MUSSELBURGH	F1	37000.00	38000.00	1	1	N	Y	19000.00	2.70
East Lothian	MUSSELBURGH	F1	38000.00	43000.00	1	1	N	N	21500.00	13.15
East Lothian	MUSSELBURGH	FG	39950.00	39950.00	1	1	N	N	19975.00	0.00
East Lothian	MUSSELBURGH	FU	78000.00	84000.00	3	1	N	N	21000.00	7.69
East Lothian	MUSSELBURGH	FG	47000.00	54288.00	2	1	N	Y	18096.00	15.50
East Lothian	MUSSELBURGH	BS	78000.00	93500.00	2	2	Y	Y	23375.00	19.87
East Lothian	MUSSELBURGH	FL	59000.00	70000.00	2	1	N	N	23333.33	18.64
East Lothian	MUSSELBURGH	FU	70000.00	70000.00	1	1	Y	Y	35000.00	0.00
East Lothian	MUSSELBURGH	VS	68500.00	80119.00	2	1	N	Y	26706.33	16.96
East Lothian	MUSSELBURGH	VS	70000.00	75000.00	2	1	N	Y	25000.00	7.14
East Lothian	MUSSELBURGH	FU	52500.00	62155.00	2	1	N	Y	20718.33	18.39
East Lothian	MUSSELBURGH	VS	49950.00	49950.00	2	1	N	Y	16650.00	0.00
East Lothian	MUSSELBURGH	VT	72000.00	75000.00	2	2	N	Y	18750.00	4.16
East Lothian	MUSSELBURGH	FU	48000.00	49500.00	2	1	N	Y	16500.00	3.12
East Lothian	MUSSELBURGH	VS	78000.00	91010.00	3	1	N	Y	22752.50	16.67
East Lothian	MUSSELBURGH	F2	35000.00	35500.00	1	1	N	N	17750.00	1.42
East Lothian	MUSSELBURGH	F2	55000.00	55000.00	1	1	N	N	27500.00	0.00
East Lothian	MUSSELBURGH	F1	42000.00	42000.00	1	1	N	N	21000.00	0.00
East Lothian	MUSSELBURGH	FG	42000.00	42000.00	1	1	N	Y	21000.00	0.00
East Lothian	MUSSELBURGH	F3	42500.00	48250.00	1	1	N	N	24125.00	13.52
East Lothian	MUSSELBURGH	FO	46500.00	52000.00	2	1	N	Y	17333.33	11.82
East Lothian	MUSSELBURGH	FT	58000.00	63000.00	3	1	N	Y	15750.00	8.62
East Lothian	MUSSELBURGH	FT	51000.00	55000.00	2	1	N	N	18333.33	7.84
East Lothian	MUSSELBURGH	FG	38000.00	50057.00	1	1	N	Y	25028.50	31.72
East Lothian	MUSSELBURGH	FT	45000.00	45000.00	1	1	N	Y	22500.00	0.00
East Lothian	MUSSELBURGH	FL	56000.00	56000.00	2	1	N	Y	18666.67	0.00
East Lothian	MUSSELBURGH	F1	55000.00	58500.00	2	1	Y	Y	19500.00	6.36
East Lothian	MUSSELBURGH	BT	50000.00	54000.00	1	1	N	Y	27000.00	8.00
East Lothian	MUSSELBURGH	F1	56000.00	56000.00	3	1	N	Y	14000.00	0.00
East Lothian	MUSSELBURGH	F2	38000.00	40000.00	1	1	N	N	20000.00	5.26
East Lothian	MUSSELBURGH	VT	100000.00	122000.00	3	1	N	Y	30500.00	22.00
East Lothian	MUSSELBURGH	VO	100000.00	117257.00	3	2	N	Y	23451.40	17.25
East Lothian	MUSSELBURGH	FM	55000.00	67100.00	2	1	N	Y	22366.67	22.00
East Lothian	MUSSELBURGH	VT	65000.00	71500.00	2	1	N	Y	23833.33	10.00
East Lothian	MUSSELBURGH	VS	76000.00	90000.00	3	2	N	Y	18000.00	18.42
East Lothian	MUSSELBURGH	VD	42000.00	42000.00	1	1	N	Y	21000.00	0.00
East Lothian	MUSSELBURGH	VS	72500.00	82500.00	3	1	N	Y	20625.00	13.79
East Lothian	MUSSELBURGH	VD	115000.00	123000.00	3	2	Y	Y	24600.00	6.95
East Lothian	MUSSELBURGH	VO	118000.00	128257.00	4	2	Y	Y	21376.17	8.69
East Lothian	MUSSELBURGH	FL	47000.00	47000.00	1	1	N	Y	23500.00	0.00
East Lothian	MUSSELBURGH	VT	66000.00	81117.00	3	2	N	Y	16223.40	22.90
East Lothian	MUSSELBURGH	FL	45000.00	45000.00	1	1	N	Y	22500.00	0.00
East Lothian	MUSSELBURGH	FL	30000.00	30000.00	1	1	N	Y	15000.00	0.00
East Lothian	MUSSELBURGH	VT	74000.00	85100.00	2	1	N	Y	28366.67	15.00
East Lothian	MUSSELBURGH	VD	112000.00	127000.00	3	2	Y	Y	25400.00	13.39
East Lothian	MUSSELBURGH	VT	65950.00	79510.00	2	1	N	Y	26503.33	20.56
East Lothian	MUSSELBURGH	VS	85000.00	95150.00	3	1	N	Y	23787.50	11.94
East Lothian	MUSSELBURGH	VT	69750.00	74000.00	2	1	N	Y	24666.67	6.09
East Lothian	MUSSELBURGH	VD	130000.00	160000.00	4	2	Y	Y	26666.67	23.07
East Lothian	MUSSELBURGH	VS	83000.00	85000.00	3	1	N	Y	21250.00	2.40
East Lothian	MUSSELBURGH	VD	119000.00	131557.00	3	2	Y	Y	26311.40	10.55
East Lothian	MUSSELBURGH	VS	88000.00	105000.00	3	1	Y	Y	26250.00	19.31
East Lothian	MUSSELBURGH	VD	140000.00	154000.00	4	2	Y	Y	25666.67	10.00
East Lothian	MUSSELBURGH	VD	120000.00	130000.00	3	2	Y	Y	26000.00	8.33
East Lothian	MUSSELBURGH	VS	83000.00	88500.00	2	1	N	Y	29500.00	6.62
East Lothian	MUSSELBURGH	FU	125000.00	191191.00	5	2	Y	Y	27313.00	52.95
East Lothian	MUSSELBURGH	F1	48000.00	48000.00	1	1	N	N	24000.00	0.00
East Lothian	MUSSELBURGH	F2	52000.00	60000.00	2	1	N	Y	20000.00	15.38
East Lothian	MUSSELBURGH	F1	46500.00	51000.00	2	1	N	Y	17000.00	9.67
East Lothian	MUSSELBURGH	FU	99000.00	92000.00	2	1	N	Y	30666.67	-7.07
East Lothian	MUSSELBURGH	FG	51000.00	55000.00	3	1	N	Y	13750.00	7.84
East Lothian	MUSSELBURGH	F1	65000.00	63500.00	2	1	N	Y	21166.67	-2.30
East Lothian	MUSSELBURGH	FL	56995.00	61000.00	1	1	N	Y	30500.00	7.02
East Lothian	MUSSELBURGH	F1	59950.00	59950.00	3	1	N	N	14987.50	0.00
East Lothian	MUSSELBURGH	F1	59750.00	61000.00	2	1	N	N	20333.33	2.09
East Lothian	MUSSELBURGH	VT	68000.00	76250.00	3	1	N	Y	19062.50	12.13
East Lothian	MUSSELBURGH	FT	52500.00	55000.00	3	1	N	Y	13750.00	4.76
East Lothian	MUSSELBURGH	VT	95000.00	115047.00	3	3	N	Y	19174.50	21.10
East Lothian	MUSSELBURGH	F2	37000.00	37000.00	1	1	N	N	18500.00	0.00
East Lothian	MUSSELBURGH	F2	35000.00	36500.00	1	1	N	N	18250.00	4.28
East Lothian	MUSSELBURGH	VD	85000.00	95000.00	3	2	N	Y	19000.00	11.76
East Lothian	MUSSELBURGH	VT	80000.00	89000.00	3	2	Y	Y	17800.00	11.25
East Lothian	MUSSELBURGH	VS	96500.00	96500.00	3	2	Y	Y	19300.00	0.00
East Lothian	MUSSELBURGH	VT	52000.00	64010.00	2	1	N	N	21336.67	23.09
East Lothian	MUSSELBURGH	FG	52000.00	62000.00	2	1	N	N	20666.67	19.23
East Lothian	MUSSELBURGH	F2	79000.00	79000.00	2	1	N	Y	26333.33	0.00
East Lothian	MUSSELBURGH	VT	160000.00	233333.00	4	2	N	Y	38888.83	45.83
East Lothian	MUSSELBURGH	VD	169000.00	206700.00	4	3	N	Y	29528.57	22.30
East Lothian	MUSSELBURGH	VD	249000.00	261000.00	7	3	N	Y	26100.00	4.81
East Lothian	MUSSELBURGH	VD	325000.00	372000.00	4	2	Y	Y	62000.00	14.46
East Lothian	MUSSELBURGH	VS	68000.00	71500.00	2	1	N	Y	23833.33	5.14
East Lothian	MUSSELBURGH	VT	59500.00	63000.00	2	1	N	Y	21000.00	5.88
East Lothian	MUSSELBURGH	F2	64000.00	64000.00	2	1	N	N	21333.33	0.00
East Lothian	MUSSELBURGH	F2	49950.00	54000.00	1	1	N	Y	27000.00	8.10
East Lothian	MUSSELBURGH	FT	52000.00	54000.00	2	1	N	Y	18000.00	3.84
East Lothian	MUSSELBURGH	VT	125000.00	115000.00	2	2	N	Y	28750.00	-8.00
East Lothian	MUSSELBURGH	F2	42000.00	46000.00	1	1	N	N	23000.00	9.52
East Lothian	MUSSELBURGH	F2	56000.00	56000.00	2	1	N	N	18666.67	0.00
East Lothian	MUSSELBURGH	F2	59000.00	59000.00	2	1	N	N	19666.67	0.00
East Lothian	MUSSELBURGH	FT	62000.00	74100.00	2	1	N	N	24700.00	19.51
East Lothian	MUSSELBURGH	VS	49500.00	52500.00	2	1	N	Y	17500.00	6.06
East Lothian	MUSSELBURGH	VT	66000.00	62500.00	3	1	N	Y	15625.00	-5.30
East Lothian	MUSSELBURGH	VT	64000.00	64000.00	3	1	N	Y	16000.00	0.00
East Lothian	MUSSELBURGH	FL	43000.00	43000.00	2	1	N	Y	14333.33	0.00
East Lothian	NEW WINTON	CT	65000.00	81519.00	2	1	N	Y	27173.00	25.41
East Lothian	NEW WINTON	CT	59500.00	65000.00	1	1	Y	Y	32500.00	9.24
East Lothian	NORTH BERWICK	FU	162000.00	180000.00	4	2	N	Y	30000.00	11.11
East Lothian	NORTH BERWICK	FU	130000.00	161161.00	3	2	N	Y	32232.20	23.97
East Lothian	NORTH BERWICK	VS	315000.00	350000.00	7	4	N	Y	31818.18	11.11
East Lothian	NORTH BERWICK	VS	110000.00	121000.00	3	2	N	Y	24200.00	10.00
East Lothian	NORTH BERWICK	FM	73000.00	110000.00	2	1	N	Y	36666.67	50.68
East Lothian	NORTH BERWICK	VT	86000.00	96500.00	3	2	Y	Y	19300.00	12.20
East Lothian	NORTH BERWICK	F1	110000.00	131000.00	3	1	Y	N	32750.00	19.09
East Lothian	NORTH BERWICK	VS	82000.00	82500.00	3	2	N	Y	16500.00	0.60
East Lothian	NORTH BERWICK	F2	54000.00	65162.00	2	1	Y	N	21720.67	20.67
East Lothian	NORTH BERWICK	F3	72500.00	80000.00	2	2	N	Y	20000.00	10.34
East Lothian	NORTH BERWICK	F2	65000.00	78000.00	2	2	N	Y	19500.00	20.00
East Lothian	NORTH BERWICK	F1	55000.00	67250.00	1	1	N	Y	33625.00	22.27
East Lothian	NORTH BERWICK	VT	170000.00	185000.00	5	3	N	Y	23125.00	8.82
East Lothian	NORTH BERWICK	F2	39000.00	46557.00	1	1	N	N	23278.50	19.37
East Lothian	NORTH BERWICK	FU	40000.00	41000.00	1	1	N	N	20500.00	2.50
East Lothian	NORTH BERWICK	F3	80000.00	108123.00	1	1	N	N	54061.50	35.15
East Lothian	NORTH BERWICK	FG	165000.00	165000.00	3	3	N	Y	27500.00	0.00
East Lothian	NORTH BERWICK	BD	105000.00	131066.00	3	2	Y	Y	26213.20	24.82
East Lothian	NORTH BERWICK	VD	134000.00	134000.00	3	2	Y	Y	26800.00	0.00
East Lothian	NORTH BERWICK	VD	158000.00	175176.00	4	2	Y	Y	29196.00	10.87
East Lothian	NORTH BERWICK	R	47000.00	47000.00	1	1	N	N	23500.00	0.00
East Lothian	NORTH BERWICK	VD	138000.00	138000.00	3	2	Y	Y	27600.00	0.00
East Lothian	NORTH BERWICK	VD	165000.00	165000.00	4	2	Y	Y	27500.00	0.00
East Lothian	NORTH BERWICK	CT	75000.00	83500.00	2	1	N	Y	27833.33	11.33
East Lothian	NORTH BERWICK	VD	210000.00	215000.00	4	2	Y	Y	35833.33	2.38
East Lothian	NORTH BERWICK	VD	145000.00	170000.00	4	3	Y	Y	24285.71	17.24
East Lothian	OLDHAMSTOCKS	CT	95000.00	95000.00	3	1	Y	Y	23750.00	0.00
East Lothian	ORMISTON	VD	170000.00	217000.00	3	2	Y	Y	43400.00	27.64
East Lothian	PENCAITLAND	CT	76000.00	85000.00	2	1	N	Y	28333.33	11.84
East Lothian	PENCAITLAND	CT	95000.00	117557.00	2	1	N	Y	39185.67	23.74
East Lothian	PENCAITLAND	VT	59000.00	72000.00	2	1	N	Y	24000.00	22.03
East Lothian	PENCAITLAND	VD	99000.00	110000.00	3	2	Y	Y	22000.00	11.11
East Lothian	PENCAITLAND	VD	125000.00	135000.00	4	2	N	Y	22500.00	8.00
East Lothian	PENCAITLAND	VD	145000.00	167000.00	4	2	Y	Y	27833.33	15.17
East Lothian	PENCAITLAND	VD	140000.00	182000.00	4	2	Y	Y	30333.33	30.00
East Lothian	PENCAITLAND	VD	195000.00	220000.00	5	3	Y	Y	27500.00	12.82
East Lothian	PORT SETON	FU	48000.00	48000.00	2	1	N	Y	16000.00	0.00
East Lothian	PORT SETON	VD	88000.00	94500.00	3	1	Y	Y	23625.00	7.38
East Lothian	PORT SETON	VS	59000.00	59000.00	3	1	N	Y	14750.00	0.00
East Lothian	PORT SETON	VT	55000.00	55000.00	2	1	N	Y	18333.33	0.00
East Lothian	PORT SETON	FG	28000.00	28000.00	0	1	N	N	28000.00	0.00
East Lothian	PORT SETON	FG	38950.00	38950.00	2	1	N	Y	12983.33	0.00
East Lothian	PORT SETON	VS	79000.00	79000.00	3	2	Y	Y	15800.00	0.00
East Lothian	PORT SETON	VD	125000.00	130000.00	4	2	Y	Y	21666.67	4.00
East Lothian	PORT SETON	VT	77000.00	80200.00	3	1	N	Y	20050.00	4.15
East Lothian	PORT SETON	VT	62500.00	63000.00	2	1	N	Y	21000.00	0.80
East Lothian	PORT SETON	VD	89000.00	99055.00	3	2	Y	Y	19811.00	11.29
East Lothian	PORT SETON	VT	62500.00	62500.00	2	1	N	Y	20833.33	0.00
East Lothian	PORT SETON	VT	62000.00	62000.00	2	1	N	Y	20666.67	0.00
East Lothian	PORT SETON	VT	66000.00	66000.00	2	2	N	Y	16500.00	0.00
East Lothian	PORT SETON	VD	95000.00	105000.00	4	2	Y	Y	17500.00	10.52
East Lothian	PORT SETON	VD	85000.00	98100.00	3	2	N	Y	19620.00	15.41
East Lothian	PORT SETON	VD	112000.00	117000.00	4	2	Y	Y	19500.00	4.46
East Lothian	PORT SETON	VS	98000.00	98000.00	3	3	Y	Y	16333.33	0.00
East Lothian	PORT SETON	VD	137500.00	134000.00	4	1	Y	Y	26800.00	-2.54
East Lothian	PORT SETON	VD	108000.00	112500.00	4	1	Y	Y	22500.00	4.16
East Lothian	PORT SETON	VD	105000.00	114250.00	3	2	Y	Y	22850.00	8.80
East Lothian	PORT SETON	BS	87000.00	93500.00	3	1	N	Y	23375.00	7.47
East Lothian	PRESTONPANS	VD	60000.00	67000.00	3	1	Y	Y	16750.00	11.66
East Lothian	PRESTONPANS	FG	43000.00	43000.00	2	1	N	Y	14333.33	0.00
East Lothian	PRESTONPANS	FU	48000.00	50000.00	2	1	N	Y	16666.67	4.16
East Lothian	PRESTONPANS	F1	39950.00	39000.00	2	1	Y	Y	13000.00	-2.37
East Lothian	PRESTONPANS	CT	79000.00	95137.00	2	1	N	Y	31712.33	20.42
East Lothian	PRESTONPANS	VS	44000.00	44000.00	2	1	N	Y	14666.67	0.00
East Lothian	PRESTONPANS	VS	55000.00	55000.00	3	1	N	Y	13750.00	0.00
East Lothian	PRESTONPANS	F1	44500.00	44500.00	1	1	N	Y	22250.00	0.00
East Lothian	PRESTONPANS	VS	53000.00	57000.00	2	1	N	Y	19000.00	7.54
East Lothian	PRESTONPANS	VS	59000.00	65000.00	3	1	N	Y	16250.00	10.16
