AREA	DISTRICT	PROPTYPE	ASKPRICE	SELPRICE	BEDS	PUBROOMS	GARAGE	GARDEN	perRoom	increase
;AREA	East Lothian	West Lothian	Midlothian	Edinburgh City Centre	Edinburgh South	Edinburgh South West	Edinburgh West	Edinburgh North West	Edinburgh North	Edinburgh East
Edinburgh North	DAVIDSONS MAINS	VT	85000.00	85000.00	2	1	N	Y	28333.33	0.00
Edinburgh North	DAVIDSONS MAINS	FU	135000.00	144000.00	3	1	Y	Y	36000.00	6.66
Edinburgh North	DAVIDSONS MAINS	VD	170000.00	220000.00	3	2	N	Y	44000.00	29.41
Edinburgh North	DAVIDSONS MAINS	BD	240000.00	322323.00	3	4	Y	Y	46046.14	34.30
Edinburgh North	DRUM BRAE	VT	85000.00	95000.00	3	1	Y	Y	23750.00	11.76
Edinburgh North	DRUM BRAE	FG	46000.00	53500.00	2	1	N	Y	17833.33	16.30
Edinburgh North	DRUM BRAE	FG	68500.00	77153.00	3	1	N	Y	19288.25	12.63
Edinburgh North	DRYLAW	FL	52750.00	55000.00	2	1	N	Y	18333.33	4.26
Edinburgh North	DRYLAW	FU	67000.00	85003.00	3	1	Y	Y	21250.75	26.87
Edinburgh North	DRYLAW	FU	57500.00	57500.00	3	1	N	N	14375.00	0.00
Edinburgh North	DRYLAW	VT	49000.00	58507.00	2	1	N	Y	19502.33	19.40
Edinburgh North	DRYLAW	VT	48750.00	50000.00	2	1	N	Y	16666.67	2.56
Edinburgh North	DRYLAW	F1	42000.00	42000.00	2	1	N	Y	14000.00	0.00
Edinburgh North	DRYLAW	FT	42000.00	41000.00	3	1	N	N	10250.00	-2.38
Edinburgh North	DRYLAW	FG	52000.00	57000.00	2	1	N	Y	19000.00	9.61
Edinburgh North	DRYLAW	FU	58000.00	58000.00	2	1	N	Y	19333.33	0.00
Edinburgh North	EAST CRAIGS	VT	74000.00	73000.00	2	1	N	Y	24333.33	-1.35
Edinburgh North	EAST CRAIGS	VT	69995.00	80000.00	2	1	Y	Y	26666.67	14.29
Edinburgh North	EAST CRAIGS	VT	72000.00	79000.00	2	1	N	Y	26333.33	9.72
Edinburgh North	EAST CRAIGS	VS	95000.00	110800.00	3	1	Y	Y	27700.00	16.63
Edinburgh North	EAST CRAIGS	VD	95000.00	104000.00	3	2	Y	Y	20800.00	9.47
Edinburgh North	EAST CRAIGS	VT	65000.00	72000.00	2	1	Y	Y	24000.00	10.76
Edinburgh North	EAST CRAIGS	FG	45000.00	47500.00	1	1	N	Y	23750.00	5.55
Edinburgh North	EAST CRAIGS	FT	46000.00	45500.00	1	1	N	Y	22750.00	-1.08
Edinburgh North	EAST CRAIGS	VT	79000.00	90377.00	3	1	N	Y	22594.25	14.40
Edinburgh North	EAST CRAIGS	FO	45000.00	53156.00	1	1	N	Y	26578.00	18.12
Edinburgh North	EAST CRAIGS	VT	63995.00	71117.00	2	1	Y	Y	23705.67	11.12
Edinburgh North	EAST CRAIGS	VT	66000.00	75000.00	2	1	N	Y	25000.00	13.63
Edinburgh North	EAST CRAIGS	VT	73500.00	73000.00	2	1	Y	Y	24333.33	-0.68
Edinburgh North	EAST CRAIGS	VT	59500.00	66000.00	2	1	N	Y	22000.00	10.92
Edinburgh North	EAST CRAIGS	VT	61000.00	66000.00	2	1	N	Y	22000.00	8.19
Edinburgh North	EAST CRAIGS	FO	33995.00	33995.00	0	1	N	Y	33995.00	0.00
Edinburgh North	EASTER DRYLAW	FU	63500.00	68000.00	2	1	N	Y	22666.67	7.08
Edinburgh North	FETTES	FL	105000.00	103000.00	2	1	N	N	34333.33	-1.90
Edinburgh North	FETTES	FU	117000.00	117000.00	2	1	N	Y	39000.00	0.00
Edinburgh North	FETTES	VT	120000.00	135035.00	2	1	Y	Y	45011.67	12.52
Edinburgh North	FETTES	FT	69950.00	72500.00	1	1	N	N	36250.00	3.64
Edinburgh North	FETTES	FT	68500.00	74000.00	1	1	N	N	37000.00	8.02
Edinburgh North	FETTES	FT	91500.00	91500.00	2	1	N	N	30500.00	0.00
Edinburgh North	FETTES	F2	89000.00	98000.00	2	1	Y	Y	32666.67	10.11
Edinburgh North	FETTES	F1	92500.00	92500.00	2	1	N	N	30833.33	0.00
Edinburgh North	FETTES	F2	88000.00	93000.00	2	1	N	N	31000.00	5.68
Edinburgh North	FETTES	F1	69000.00	76250.00	1	1	N	N	38125.00	10.50
Edinburgh North	FETTES	FG	81000.00	80000.00	2	1	N	Y	26666.67	-1.23
Edinburgh North	FETTES	F2	53000.00	58000.00	1	1	N	N	29000.00	9.43
Edinburgh North	GRANTON	FT	35000.00	35000.00	2	1	N	Y	11666.67	0.00
Edinburgh North	INVERLEITH	F1	175000.00	175000.00	3	1	N	Y	43750.00	0.00
Edinburgh North	INVERLEITH	VT	350000.00	400000.00	4	3	N	Y	57142.86	14.28
Edinburgh North	INVERLEITH	FG	79000.00	85000.00	2	1	Y	N	28333.33	7.59
Edinburgh North	INVERLEITH	F1	85000.00	82500.00	2	1	N	Y	27500.00	-2.94
Edinburgh North	INVERLEITH	FL	84000.00	116033.00	2	1	Y	Y	38677.67	38.13
Edinburgh North	INVERLEITH	FU	90000.00	113555.00	2	2	N	Y	28388.75	26.17
Edinburgh North	INVERLEITH	FU	120000.00	134000.00	2	2	N	Y	33500.00	11.66
Edinburgh North	INVERLEITH	FU	140000.00	140000.00	3	2	N	Y	28000.00	0.00
Edinburgh North	INVERLEITH	FO	425000.00	450000.00	5	3	Y	Y	56250.00	5.88
Edinburgh North	INVERLEITH	F1	87000.00	110000.00	2	1	N	N	36666.67	26.43
Edinburgh North	INVERLEITH	F1	123000.00	123000.00	1	1	N	Y	61500.00	0.00
Edinburgh North	INVERLEITH	F2	172500.00	217700.00	2	1	N	Y	72566.66	26.20
Edinburgh North	INVERLEITH	F2	115000.00	153888.00	3	1	N	N	38472.00	33.81
Edinburgh North	INVERLEITH	FT	99000.00	123150.00	2	1	Y	N	41050.00	24.39
Edinburgh North	INVERLEITH	F3	115000.00	115000.00	2	1	N	Y	38333.33	0.00
Edinburgh North	INVERLEITH	F1	57000.00	78150.00	1	1	N	N	39075.00	37.10
Edinburgh North	INVERLEITH	FG	93000.00	100000.00	2	1	N	Y	33333.33	7.52
Edinburgh North	INVERLEITH	F3	115000.00	146100.00	3	1	N	Y	36525.00	27.04
Edinburgh North	INVERLEITH	F1	67500.00	79817.00	1	1	N	N	39908.50	18.24
Edinburgh North	INVERLEITH	R	52000.00	52500.00	1	1	N	N	26250.00	0.96
Edinburgh North	INVERLEITH	R	48000.00	48000.00	1	1	N	N	24000.00	0.00
Edinburgh North	INVERLEITH	R	47500.00	48000.00	1	1	N	N	24000.00	1.05
Edinburgh North	INVERLEITH	FU	92000.00	122000.00	4	1	N	Y	24400.00	32.60
Edinburgh North	INVERLEITH	VS	85000.00	97000.00	3	1	N	Y	24250.00	14.11
Edinburgh North	INVERLEITH	VT	134950.00	133000.00	3	1	Y	Y	33250.00	-1.44
Edinburgh North	INVERLEITH	FG	74000.00	85553.00	2	1	N	Y	28517.67	15.61
Edinburgh North	INVERLEITH	FG	75000.00	87000.00	2	1	N	Y	29000.00	16.00
Edinburgh North	INVERLEITH	F2	80000.00	84000.00	2	1	N	N	28000.00	5.00
Edinburgh North	INVERLEITH	F2	99000.00	99000.00	2	1	N	N	33000.00	0.00
Edinburgh North	INVERLEITH	F2	99000.00	99000.00	2	1	N	N	33000.00	0.00
Edinburgh North	MAYBURY	FG	57000.00	60000.00	2	1	N	N	20000.00	5.26
Edinburgh North	MUIRHOUSE	F1	25000.00	25000.00	2	1	N	Y	8333.33	0.00
Edinburgh North	MUIRHOUSE	FT	27500.00	27500.00	2	1	N	N	9166.66	0.00
Edinburgh North	MUIRHOUSE	FG	30000.00	30000.00	2	1	N	Y	10000.00	0.00
Edinburgh North	MUIRHOUSE	VS	45000.00	45000.00	3	1	N	Y	11250.00	0.00
Edinburgh North	MURRAYFIELD	F1	135000.00	157588.00	2	1	N	N	52529.33	16.73
Edinburgh North	MURRAYFIELD	FG	118000.00	125000.00	2	1	N	N	41666.67	5.93
Edinburgh North	MURRAYFIELD	FT	145000.00	145000.00	2	1	N	N	48333.33	0.00
Edinburgh North	MURRAYFIELD	F2	135000.00	150000.00	3	1	N	N	37500.00	11.11
Edinburgh North	MURRAYFIELD	FT	139000.00	125000.00	2	1	N	N	41666.67	-10.07
Edinburgh North	MURRAYFIELD	R	65000.00	63000.00	1	1	Y	N	31500.00	-3.07
Edinburgh North	MURRAYFIELD	FG	96000.00	96000.00	3	1	N	N	24000.00	0.00
Edinburgh North	MURRAYFIELD	FM	98000.00	110000.00	3	1	N	Y	27500.00	12.24
Edinburgh North	MURRAYFIELD	FT	89000.00	104000.00	3	1	N	Y	26000.00	16.85
Edinburgh North	MURRAYFIELD	FT	108000.00	121000.00	2	1	N	N	40333.33	12.03
Edinburgh North	MURRAYFIELD	F3	115000.00	115000.00	2	1	N	N	38333.33	0.00
Edinburgh North	MURRAYFIELD	FT	110000.00	110000.00	2	2	N	Y	27500.00	0.00
Edinburgh North	MURRAYFIELD	FT	98000.00	121000.00	2	2	N	N	30250.00	23.46
Edinburgh North	MURRAYFIELD	VD	159000.00	197500.00	4	1	N	Y	39500.00	24.21
Edinburgh North	MURRAYFIELD	VT	78000.00	95000.00	3	1	N	Y	23750.00	21.79
Edinburgh North	MURRAYFIELD	BD	149995.00	149995.00	3	2	N	Y	29999.00	0.00
Edinburgh North	MURRAYFIELD	FU	89000.00	119000.00	3	2	N	Y	23800.00	33.70
Edinburgh North	MURRAYFIELD	FU	110000.00	138000.00	2	2	N	Y	34500.00	25.45
Edinburgh North	MURRAYFIELD	VS	275000.00	280000.00	4	2	Y	Y	46666.67	1.81
Edinburgh North	MURRAYFIELD	VT	86000.00	88000.00	2	1	N	Y	29333.33	2.32
Edinburgh North	MURRAYFIELD	VT	210000.00	256214.00	4	2	Y	Y	42702.33	22.00
Edinburgh North	MURRAYFIELD	VD	225000.00	251000.00	3	2	Y	Y	50200.00	11.55
Edinburgh North	MURRAYFIELD	F1	89000.00	107500.00	2	1	Y	Y	35833.33	20.78
Edinburgh North	MURRAYFIELD	VD	600000.00	770000.00	5	3	Y	Y	96250.00	28.33
Edinburgh North	MURRAYFIELD	VT	510000.00	661000.00	5	4	N	Y	73444.45	29.60
Edinburgh North	MURRAYFIELD	FT	125000.00	157450.00	2	2	N	N	39362.50	25.96
Edinburgh North	MURRAYFIELD	FG	98500.00	141777.00	1	1	N	N	70888.50	43.93
Edinburgh North	MURRAYFIELD	VT	350000.00	432235.00	5	3	N	Y	54029.38	23.49
Edinburgh North	MURRAYFIELD	VT	285000.00	366000.00	4	2	N	Y	61000.00	28.42
Edinburgh North	MURRAYFIELD	VD	375000.00	375000.00	4	2	Y	Y	62500.00	0.00
Edinburgh North	MURRAYFIELD	FU	325000.00	417000.00	5	2	Y	Y	59571.43	28.30
Edinburgh North	MURRAYFIELD	FG	134000.00	134000.00	2	1	N	N	44666.67	0.00
Edinburgh North	MURRAYFIELD	VT	89000.00	120121.00	2	1	N	Y	40040.33	34.96
Edinburgh North	ORCHARD BRAE	F2	88000.00	98000.00	3	1	N	Y	24500.00	11.36
Edinburgh North	ORCHARD BRAE	F2	92000.00	105000.00	3	1	Y	N	26250.00	14.13
Edinburgh North	ORCHARD BRAE	FU	82000.00	90000.00	2	1	N	Y	30000.00	9.75
Edinburgh North	ORCHARD BRAE	VT	225000.00	221000.00	4	1	Y	Y	44200.00	-1.77
Edinburgh North	ORCHARD BRAE	F3	130000.00	130000.00	2	1	Y	N	43333.33	0.00
Edinburgh North	PILTON	FU	49500.00	55000.00	2	1	N	Y	18333.33	11.11
Edinburgh North	PILTON	FT	35000.00	35000.00	2	1	N	N	11666.67	0.00
Edinburgh North	PILTON	FT	31500.00	31500.00	2	1	N	Y	10500.00	0.00
Edinburgh North	PILTON	FU	34000.00	34000.00	3	1	N	N	8500.00	0.00
Edinburgh North	PILTON	FG	36750.00	36000.00	3	1	N	Y	9000.00	-2.04
Edinburgh North	PILTON	FT	29500.00	29500.00	2	1	N	N	9833.33	0.00
Edinburgh North	PILTON	FG	16000.00	16000.00	0	1	N	N	16000.00	0.00
Edinburgh North	PILTON	VS	45000.00	45000.00	2	1	N	Y	15000.00	0.00
Edinburgh North	PILTON	F1	22000.00	20000.00	2	1	N	N	6666.66	-9.09
Edinburgh North	PILTON	F2	34500.00	34500.00	2	1	N	Y	11500.00	0.00
Edinburgh North	PILTON	F1	31900.00	31900.00	2	1	N	Y	10633.33	0.00
Edinburgh North	PILTON	F1	45000.00	48500.00	3	1	N	Y	12125.00	7.77
Edinburgh North	PILTON	FU	49500.00	54000.00	2	2	N	Y	13500.00	9.09
Edinburgh North	PILTON	FU	56000.00	55000.00	2	1	N	Y	18333.33	-1.78
Edinburgh North	PILTON	FL	57500.00	57500.00	3	1	N	Y	14375.00	0.00
Edinburgh North	PILTON	FL	49000.00	49000.00	2	1	N	Y	16333.33	0.00
Edinburgh North	RAVELSTON	F1	135000.00	151151.00	3	2	Y	N	30230.20	11.96
Edinburgh North	RAVELSTON	VT	115000.00	130000.00	3	2	Y	Y	26000.00	13.04
Edinburgh North	RAVELSTON	FG	135000.00	167568.00	2	3	N	Y	33513.60	24.12
Edinburgh North	RAVELSTON	VD	250000.00	290000.00	4	2	Y	Y	48333.33	16.00
Edinburgh North	RAVELSTON	FU	145000.00	185525.00	3	1	Y	Y	46381.25	27.94
Edinburgh North	RAVELSTON	BD	195000.00	240000.00	3	2	Y	Y	48000.00	23.07
Edinburgh North	RAVELSTON	F2	63500.00	75157.00	2	1	Y	N	25052.33	18.35
Edinburgh North	RAVELSTON	FO	78500.00	86500.00	3	1	N	Y	21625.00	10.19
Edinburgh North	SILVERKNOWES	FG	46000.00	46000.00	2	1	N	Y	15333.33	0.00
Edinburgh North	SILVERKNOWES	BD	160000.00	213000.00	4	2	Y	Y	35500.00	33.12
Edinburgh North	SILVERKNOWES	VS	115000.00	135000.00	3	2	Y	Y	27000.00	17.39
Edinburgh North	SILVERKNOWES	FU	82500.00	82500.00	3	1	Y	Y	20625.00	0.00
Edinburgh North	SILVERKNOWES	FU	67000.00	70000.00	2	2	Y	Y	17500.00	4.47
Edinburgh North	SILVERKNOWES	FU	69500.00	79179.00	3	1	Y	Y	19794.75	13.92
Edinburgh North	SILVERKNOWES	VS	93500.00	115000.00	3	1	Y	Y	28750.00	22.99
Edinburgh North	SILVERKNOWES	VS	120000.00	135000.00	3	3	Y	Y	22500.00	12.50
Edinburgh North	SILVERKNOWES	VS	118000.00	137000.00	3	1	Y	Y	34250.00	16.10
Edinburgh North	SILVERKNOWES	F2	55000.00	55000.00	2	1	N	N	18333.33	0.00
Edinburgh North	SILVERKNOWES	F1	52000.00	54000.00	2	1	N	N	18000.00	3.84
Edinburgh North	SOUTH GYLE	VT	79000.00	90000.00	2	1	N	Y	30000.00	13.92
Edinburgh North	SOUTH GYLE	VS	83000.00	90000.00	2	1	N	Y	30000.00	8.43
Edinburgh North	SOUTH GYLE	VT	67000.00	76500.00	2	1	N	Y	25500.00	14.17
Edinburgh North	SOUTH GYLE	FT	44000.00	53017.00	1	1	N	N	26508.50	20.49
Edinburgh North	SOUTH GYLE	FM	49950.00	49950.00	1	1	N	N	24975.00	0.00
Edinburgh North	SOUTH GYLE	FU	57000.00	56000.00	1	1	Y	N	28000.00	-1.75
Edinburgh North	SOUTH GYLE	FG	47500.00	52000.00	1	1	N	Y	26000.00	9.47
Edinburgh North	SOUTH GYLE	F2	55000.00	66750.00	2	1	N	Y	22250.00	21.36
Edinburgh North	SOUTH GYLE	FL	49950.00	53000.00	1	1	N	N	26500.00	6.10
Edinburgh North	SOUTH GYLE	FT	53000.00	53000.00	1	1	N	N	26500.00	0.00
Edinburgh North	SOUTH GYLE	VT	69000.00	78000.00	2	1	N	N	26000.00	13.04
Edinburgh North	SOUTH GYLE	F1	48500.00	54000.00	1	1	N	N	27000.00	11.34
Edinburgh North	SOUTH GYLE	FO	52000.00	57057.00	1	1	Y	N	28528.50	9.72
Edinburgh North	SOUTH GYLE	FG	49500.00	53000.00	1	1	N	Y	26500.00	7.07
Edinburgh North	SOUTH GYLE	VT	69000.00	69000.00	2	1	Y	Y	23000.00	0.00
Edinburgh North	SOUTH GYLE	VT	68500.00	76555.00	2	1	N	Y	25518.33	11.75
Edinburgh North	SOUTH GYLE	FT	53500.00	53500.00	1	1	N	Y	26750.00	0.00
Edinburgh North	SOUTH GYLE	FL	52500.00	57517.00	1	1	N	N	28758.50	9.55
Edinburgh North	SOUTH GYLE	FG	68000.00	76000.00	2	1	N	Y	25333.33	11.76
Edinburgh North	SOUTH GYLE	F1	69000.00	76000.00	2	1	N	N	25333.33	10.14
Edinburgh North	SOUTH GYLE	VT	73000.00	81000.00	2	1	N	Y	27000.00	10.95
Edinburgh North	SOUTH GYLE	VT	79500.00	86000.00	2	1	N	Y	28666.67	8.17
Edinburgh North	SOUTH GYLE	FT	71000.00	78500.00	2	1	N	Y	26166.67	10.56
Edinburgh North	SOUTH GYLE	VT	90000.00	98000.00	3	2	N	Y	19600.00	8.88
Edinburgh North	SOUTH GYLE	VS	96000.00	114663.00	3	2	N	Y	22932.60	19.44
Edinburgh North	TRINITY	VT	198000.00	230000.00	5	1	N	N	38333.33	16.16
Edinburgh North	TRINITY	VD	165000.00	206500.00	3	1	Y	Y	51625.00	25.15
Edinburgh North	TRINITY	F1	115000.00	120000.00	2	1	N	Y	40000.00	4.34
Edinburgh North	TRINITY	VT	116000.00	116000.00	4	1	Y	Y	23200.00	0.00
Edinburgh North	TRINITY	FG	96500.00	100900.00	2	1	N	Y	33633.33	4.55
Edinburgh North	TRINITY	VS	59000.00	69000.00	3	1	N	Y	17250.00	16.94
Edinburgh North	TRINITY	VS	115000.00	145565.00	3	2	Y	Y	29113.00	26.57
Edinburgh North	TRINITY	VS	75000.00	93177.00	3	1	N	Y	23294.25	24.23
Edinburgh North	TRINITY	FT	94000.00	100000.00	2	1	N	N	33333.33	6.38
Edinburgh North	TRINITY	FL	62000.00	70750.00	2	1	N	Y	23583.33	14.11
Edinburgh North	TRINITY	FG	110000.00	158975.00	3	1	Y	N	39743.75	44.52
Edinburgh North	TRINITY	VT	350000.00	365000.00	8	3	N	Y	33181.82	4.28
Edinburgh North	TRINITY	VT	115000.00	162500.00	3	2	Y	Y	32500.00	41.30
Edinburgh North	TRINITY	VT	125000.00	157800.00	3	2	Y	Y	31560.00	26.24
Edinburgh North	TRINITY	VT	240000.00	351153.00	4	3	N	Y	50164.71	46.31
Edinburgh North	TRINITY	FU	59750.00	72600.00	2	1	N	N	24200.00	21.50
Edinburgh North	TRINITY	F1	68000.00	68000.00	1	1	N	N	34000.00	0.00
Edinburgh North	TRINITY	FB	50000.00	55000.00	1	1	N	Y	27500.00	10.00
Edinburgh North	TRINITY	FT	47000.00	68506.00	1	1	N	N	34253.00	45.75
Edinburgh North	TRINITY	VS	110000.00	135050.00	3	2	Y	Y	27010.00	22.77
Edinburgh North	TRINITY	F1	72000.00	75000.00	2	1	N	N	25000.00	4.16
Edinburgh North	TRINITY	FL	85000.00	95000.00	2	1	N	Y	31666.67	11.76
Edinburgh North	TRINITY	F1	102500.00	141751.00	2	1	N	N	47250.33	38.29
Edinburgh North	TRINITY	F1	95000.00	110329.00	2	1	N	N	36776.33	16.13
Edinburgh North	TRINITY	FG	79995.00	79995.00	2	1	N	Y	26665.00	0.00
Edinburgh North	TRINITY	CT	110000.00	137000.00	1	1	N	Y	68500.00	24.54
Edinburgh North	TRINITY	VT	135000.00	185000.00	3	2	Y	Y	37000.00	37.03
Edinburgh North	TRINITY	FL	135000.00	163000.00	2	1	N	Y	54333.33	20.74
Edinburgh North	TRINITY	FU	153000.00	220000.00	5	1	N	Y	36666.67	43.79
Edinburgh North	TRINITY	FU	115000.00	140000.00	2	2	N	Y	35000.00	21.73
Edinburgh North	TRINITY	FL	122000.00	150000.00	2	2	N	Y	37500.00	22.95
Edinburgh North	TRINITY	CT	119000.00	119000.00	2	1	N	Y	39666.67	0.00
Edinburgh North	TRINITY	VS	225000.00	346685.00	4	2	Y	Y	57780.83	54.08
Edinburgh North	TRINITY	VS	350000.00	505000.00	4	3	Y	Y	72142.86	44.28
Edinburgh North	TRINITY	FT	89000.00	91000.00	2	1	N	Y	30333.33	2.24
Edinburgh North	TRINITY	F1	75000.00	83250.00	3	1	Y	Y	20812.50	11.00
Edinburgh North	TRINITY	BS	137000.00	191000.00	2	2	N	Y	47750.00	39.41
Edinburgh North	TRINITY	VS	205000.00	311000.00	4	2	N	Y	51833.33	51.70
Edinburgh North	TRINITY	FT	125000.00	152000.00	3	1	N	N	38000.00	21.60
Edinburgh North	TRINITY	F1	65000.00	88600.00	2	1	N	Y	29533.33	36.30
Edinburgh North	TRINITY	FT	41000.00	45000.00	1	1	N	N	22500.00	9.75
Edinburgh North	TRINITY	FL	131000.00	150000.00	3	1	N	Y	37500.00	14.50
Edinburgh North	TRINITY	F1	78000.00	85000.00	3	1	N	N	21250.00	8.97
Edinburgh North	TRINITY	FM	135000.00	150000.00	2	2	N	Y	37500.00	11.11
Edinburgh North	TRINITY	F2	105000.00	135728.00	2	2	N	N	33932.00	29.26
Edinburgh North	TRINITY	F2	118000.00	135550.00	3	2	N	N	27110.00	14.87
Edinburgh North	TRINITY	F2	98000.00	130000.00	2	2	N	N	32500.00	32.65
Edinburgh North	TRINITY	F2	92000.00	108000.00	3	2	N	Y	21600.00	17.39
Edinburgh North	TRINITY	FT	78000.00	93083.00	2	1	N	N	31027.67	19.33
Edinburgh North	TRINITY	FT	79000.00	88000.00	2	1	N	Y	29333.33	11.39
Edinburgh North	TRINITY	FT	38000.00	40500.00	1	1	N	Y	20250.00	6.57
Edinburgh North	TRINITY	F2	39500.00	45000.00	1	1	N	N	22500.00	13.92
Edinburgh North	TRINITY	F1	63000.00	63000.00	2	1	N	Y	21000.00	0.00
Edinburgh North	TRINITY	F1	53000.00	67100.00	1	1	N	Y	33550.00	26.60
Edinburgh North	TRINITY	FG	45000.00	45500.00	1	1	N	Y	22750.00	1.11
Edinburgh North	TRINITY	VT	119000.00	160167.00	3	3	Y	Y	26694.50	34.59
Edinburgh North	TRINITY	R	50500.00	50500.00	1	1	N	N	25250.00	0.00
Edinburgh North	TRINITY	R	56000.00	59000.00	1	1	Y	N	29500.00	5.35
Edinburgh North	TRINITY	VT	116000.00	116000.00	3	1	Y	Y	29000.00	0.00
Edinburgh North	TRINITY	F2	68000.00	89117.00	1	1	N	N	44558.50	31.05
Edinburgh North	TRINITY	F1	64000.00	86608.00	1	1	N	N	43304.00	35.32
Edinburgh North	TRINITY	FT	67000.00	80250.00	1	1	N	Y	40125.00	19.77
Edinburgh North	TRINITY	VT	220000.00	292292.00	5	2	Y	Y	41756.00	32.86
Edinburgh North	TRINITY	FT	65000.00	82897.00	2	1	N	N	27632.33	27.53
Edinburgh North	TRINITY	FU	75000.00	84000.00	2	1	N	Y	28000.00	12.00
Edinburgh North	TRINITY	FU	94000.00	94000.00	2	1	N	N	31333.33	0.00
Edinburgh North	TRINITY	F1	39000.00	41000.00	1	1	N	N	20500.00	5.12
Edinburgh North	TRINITY	F2	69000.00	92700.00	2	1	N	N	30900.00	34.34
Edinburgh North	TRINITY	VT	87500.00	97000.00	2	1	N	Y	32333.33	10.85
Edinburgh North	TRINITY	F2	69000.00	84000.00	2	1	N	N	28000.00	21.73
Edinburgh North	TRINITY	FT	67000.00	80000.00	2	1	N	Y	26666.67	19.40
Edinburgh North	TRINITY	FG	85000.00	110000.00	2	1	Y	N	36666.67	29.41
Edinburgh North	TRINITY	VS	280000.00	382000.00	4	3	Y	Y	54571.43	36.42
Edinburgh North	TRINITY	VT	148000.00	241241.00	3	3	N	Y	40206.83	63.00
Edinburgh North	TRINITY	VS	240000.00	332000.00	5	3	N	Y	41500.00	38.33
Edinburgh North	TRINITY	VT	395000.00	560000.00	7	4	N	Y	50909.09	41.77
Edinburgh North	TRINITY	VS	350000.00	452750.00	8	2	N	Y	45275.00	29.35
Edinburgh North	TRINITY	FU	85000.00	110000.00	2	1	N	Y	36666.67	29.41
Edinburgh North	TRINITY	CT	90000.00	134000.00	2	2	N	Y	33500.00	48.88
Edinburgh North	TRINITY	FL	80000.00	125778.00	2	1	N	Y	41926.00	57.22
Edinburgh North	TRINITY	FG	88000.00	87000.00	2	1	Y	N	29000.00	-1.13
Edinburgh North	TRINITY	FU	94000.00	94000.00	2	2	Y	N	23500.00	0.00
Edinburgh North	TRINITY	FL	86000.00	86000.00	2	1	Y	Y	28666.67	0.00
Edinburgh North	TRINITY	VD	198000.00	272222.00	4	3	N	Y	38888.86	37.48
Edinburgh North	TRINITY	F1	78500.00	95550.00	1	1	N	N	47775.00	21.71
Edinburgh North	TRINITY	FT	78000.00	92000.00	2	1	N	N	30666.67	17.94
Edinburgh North	TRINITY	F1	94000.00	125000.00	2	1	N	N	41666.67	32.97
Edinburgh North	TRINITY	F1	68000.00	72000.00	1	1	N	N	36000.00	5.88
Edinburgh North	TRINITY	FT	72000.00	84123.00	1	1	N	N	42061.50	16.83
Edinburgh North	TRINITY	FT	115000.00	176057.00	2	2	N	N	44014.25	53.09
Edinburgh North	TRINITY	FB	93500.00	100000.00	2	1	N	N	33333.33	6.95
Edinburgh North	TRINITY	FG	62000.00	70100.00	1	1	Y	Y	35050.00	13.06
Edinburgh North	TRINITY	VT	92000.00	100000.00	2	1	Y	Y	33333.33	8.69
Edinburgh North	TRINITY	F1	75000.00	86000.00	2	1	Y	N	28666.67	14.66
Edinburgh North	TRINITY	FT	40000.00	41000.00	1	1	N	N	20500.00	2.50
Edinburgh North	WARRISTON	FU	67000.00	76000.00	2	1	N	Y	25333.33	13.43
Edinburgh North	WARRISTON	FG	75000.00	80000.00	2	1	Y	N	26666.67	6.66
Edinburgh North	WEST PILTON	FO	24000.00	23000.00	1	1	N	Y	11500.00	-4.16
Edinburgh North	WEST PILTON	VS	54500.00	54500.00	3	1	N	Y	13625.00	0.00
Edinburgh North	WEST PILTON	VS	47000.00	46000.00	2	1	N	Y	15333.33	-2.12
Edinburgh North	WESTER COATES	VD	185000.00	182000.00	3	1	N	Y	45500.00	-1.62
Edinburgh North	WESTER COATES	VD	525000.00	635250.00	3	2	Y	Y	127050.00	21.00
Edinburgh North West	GOGAR	FL	47000.00	57125.00	3	1	N	Y	14281.25	21.54
Edinburgh North West	GOGAR	VD	330000.00	425000.00	5	2	Y	Y	60714.29	28.78
Edinburgh North West	KIRKLISTON	VS	82000.00	84000.00	3	2	Y	Y	16800.00	2.43
Edinburgh North West	KIRKLISTON	VS	89000.00	89000.00	2	3	Y	Y	17800.00	0.00
Edinburgh North West	KIRKLISTON	VS	73500.00	82628.00	3	2	Y	Y	16525.60	12.41
Edinburgh North West	KIRKLISTON	VD	92500.00	99000.00	3	2	Y	Y	19800.00	7.02
Edinburgh North West	KIRKLISTON	BD	82500.00	105105.00	2	2	Y	Y	26276.25	27.40
Edinburgh North West	KIRKLISTON	CT	110000.00	122500.00	3	1	Y	Y	30625.00	11.36
Edinburgh North West	KIRKLISTON	VD	110000.00	108000.00	3	1	Y	Y	27000.00	-1.81
Edinburgh North West	KIRKLISTON	BS	56000.00	58000.00	1	1	N	Y	29000.00	3.57
Edinburgh North West	NEWBRIDGE	BD	115000.00	115000.00	3	1	Y	Y	28750.00	0.00
Edinburgh North West	NEWBRIDGE	VT	51995.00	58760.00	3	1	N	Y	14690.00	13.01
Edinburgh North West	RATHO	VS	82000.00	95600.00	3	3	Y	Y	15933.33	16.58
Edinburgh North West	RATHO	VS	68000.00	72000.00	2	2	Y	Y	18000.00	5.88
